foerderungsnehmer;sendername;gefoerdertes_objekt;foerderungsart;kategorie;zugesagte_foerderung;jahr;antragstermin
"KRONEHIT Radio BetriebsgmbH.";KRONEHIT;"Der kronehit Mach Mich Munter Morgen";"Inhalte- und Projektförderung HF";HF;"128542.00";2020;"1"
"KRONEHIT Radio BetriebsgmbH.";KRONEHIT;"Edison Programmberatung";"Ausbildungsförderung HF";HF;"15000.00";2020;"1"
"KT1 Privatfernsehen GmbH";"KT1";"KT1 Infoservice";"Inhalte- und Projektförderung TV";TV;"20000.00";2020;"1"
"KT1 Privatfernsehen GmbH";"KT1";"KT1 - Ihr Kärntner Fernsehen";"Corona bedingte Sonderförderung TV";TV;"68600.00";2020;"2"
"KT1 Privatfernsehen GmbH";"KT1";"KT1 Wochensendung";"Inhalte- und Projektförderung TV";TV;"85000.00";2020;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Positionierungs- und Imagestudie";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"27940.00";2020;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Moderatorenschulung Air Check Trainings";"Ausbildungsförderung HF";HF;"9730.00";2020;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Life Radio Oberösterreich";"Corona bedingte Sonderförderung HF";HF;"272000.00";2020;"2"
"Life Radio GmbH & Co. KG";"Life Radio";"Life Radio regionale und nationale Nachrichten";"Inhalte- und Projektförderung HF";HF;"100000.00";2020;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Trend-Magazin";"Inhalte- und Projektförderung HF";HF;"36300.00";2020;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Nachrichten air check Schulungen";"Ausbildungsförderung HF";HF;"2310.00";2020;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Coaching Morgenshow";"Ausbildungsförderung HF";HF;"10430.00";2020;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Personality Training Morgenshow";"Ausbildungsförderung HF";HF;"2450.00";2020;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Perfekt geweckt - Life Radio Morgenshow";"Inhalte- und Projektförderung HF";HF;"112500.00";2020;"1"
"Livetunes Network GmbH";"LoungeFM Österreich";Weltnachrichten;"Inhalte- und Projektförderung HF";HF;"15000.00";2020;"1"
"Livetunes Network GmbH";"LoungeFM Österreich";LoungeFM;"Corona bedingte Sonderförderung HF";HF;"13500.00";2020;"2"
"LT 1 Privatfernsehen GmbH";"LT1 OÖ";"LT1 Oberösterreich";"Corona bedingte Sonderförderung TV";TV;"160000.00";2020;"2"
"LT 1 Privatfernsehen GmbH";"LT1 OÖ";"OÖ Aktuell";"Inhalte- und Projektförderung TV";TV;"149273.00";2020;"1"
"LT 1 Privatfernsehen GmbH";"LT1 OÖ";"Reichweitenmessung 2020";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"9727.00";2020;"1"
"Ländle TV GmbH";"Ländle TV";Gemeinderatswahl;"Inhalte- und Projektförderung TV";TV;"8024.00";2020;"1"
"Ländle TV GmbH";"Ländle TV";"Schulungen/Workshops 2020";"Ausbildungsförderung TV";TV;"11900.00";2020;"1"
"Ländle TV GmbH";"Ländle TV";"Ländle TV DER TAG";"Inhalte- und Projektförderung TV";TV;"50000.00";2020;"1"
"Ländle TV GmbH";"Ländle TV";"Ländle TV";"Corona bedingte Sonderförderung TV";TV;"150000.00";2020;"2"
"Ländle TV GmbH";"Ländle TV";"Ländle TV Wochenmagazin";"Inhalte- und Projektförderung TV";TV;"80000.00";2020;"1"
"M4TV GmbH";"M4";"2020 M4TV COVID-19 Jahr";"Corona bedingte Sonderförderung TV";TV;"45000.00";2020;"2"
"M4TV GmbH";"M4";"2020 M4TV Wochensendung";"Inhalte- und Projektförderung TV";TV;"45000.00";2020;"1"
"M4TV GmbH";"M4";"2020 M4TV Ausbildungen";"Ausbildungsförderung TV";TV;"5600.00";2020;"1"
"Medienplattform Aichfeld TV GmbH";"ATV Aichfeld";Medientraining;"Ausbildungsförderung TV";TV;"8662.00";2020;"1"
"Medienplattform Aichfeld TV GmbH";"ATV Aichfeld";"Steirisches Wandererlebnis";"Inhalte- und Projektförderung TV";TV;"3000.00";2020;"1"
"Medienplattform Aichfeld TV GmbH";"ATV Aichfeld";"ATV - Das Magazin";"Inhalte- und Projektförderung TV";TV;"16338.00";2020;"1"
"Mein Kinderradio Ltd.";"Mein Kinderradio";Kindernachrichten;"Inhalte- und Projektförderung HF";HF;"58674.00";2020;"1"
"Mein Kinderradio Ltd.";"Mein Kinderradio";"Mein Kinderradio";"Corona bedingte Sonderförderung HF";HF;"52976.00";2020;"2"
"Melodie Express GmbH";"Melodie TV";Alpenparadiese;"Corona bedingte Sonderförderung TV";TV;"33407.00";2020;"2"
"Melodie Express GmbH";"Melodie TV";"Blauer Himmel, weiße Berge & a Musi";"Inhalte- und Projektförderung TV";TV;"37000.00";2020;"1"
"Mema Medien-Marketing GmbH";"MEMA-TV";"Inhalte- und Projektförderung";"Inhalte- und Projektförderung TV";TV;"50000.00";2020;"1"
"Mema Medien-Marketing GmbH";"MEMA-TV";Panorama;"Corona bedingte Sonderförderung TV";TV;"23500.00";2020;"2"
"MMag. Elisabeth Keplinger-Radler (Mühlviertel TV)";"Mühlviertel TV";"Wochenprogramm Mühlviertel.TV";"Inhalte- und Projektförderung TV";TV;"35000.00";2020;"1"
"Montafonerbahn Aktiengesellschaft";"Montafon TV";"Montafon TV - Ein Alpental voller Traditionen";"Inhalte- und Projektförderung TV";TV;"30000.00";2020;"1"
"Montafonerbahn Aktiengesellschaft";"Montafon TV";"Das Montafon und die Bienen";"Corona bedingte Sonderförderung TV";TV;"20000.00";2020;"2"
"Montafonerbahn Aktiengesellschaft";"Montafon TV";"Montafon TV - Das Magazin";"Inhalte- und Projektförderung TV";TV;"35000.00";2020;"1"
"Murauer Stadtwerke Gesellschaft m.b.H.";MurauTV;MurauTV;"Inhalte- und Projektförderung TV";TV;"20000.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Nachrichten Wien";"Inhalte- und Projektförderung HF";HF;"37547.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Aircheck-Training Moderatoren";"Ausbildungsförderung HF";HF;"16824.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"ENERGY Österreich";"Corona bedingte Sonderförderung HF";HF;"165000.00";2020;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Digitale Transformation";"Ausbildungsförderung HF";HF;"6944.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";Radioanalyzer;"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"20250.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Tirol";"Nachrichten Innsbruck";"Inhalte- und Projektförderung HF";HF;"12377.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Salzburg";"Nachrichten Salzburg";"Inhalte- und Projektförderung HF";HF;"12377.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Stimm-, Sprech- & Atemcoaching | Andrea Radakovits";"Ausbildungsförderung HF";HF;"5292.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"ENERGY Morgenshow";"Inhalte- und Projektförderung HF";HF;"84570.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Tirol";"Aufstockungsinterviews Radiotest Tirol";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"1155.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Coaching für Nachrichtensprecher";"Ausbildungsförderung HF";HF;"10850.00";2020;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Supervision Coaching | Andrea Pauli";"Ausbildungsförderung HF";HF;"1470.00";2020;"1"
"P3-Kabel-News GmbH";"P3tv";"Umwelt und Klima";"Inhalte- und Projektförderung TV";TV;"11000.00";2020;"1"
"P3-Kabel-News GmbH";"P3tv";"P3TV Wochenmagazin DI/FR";"Corona bedingte Sonderförderung TV";TV;"62300.00";2020;"2"
"P3-Kabel-News GmbH";"P3tv";"25 Jahre Österreich bei der EU";"Inhalte- und Projektförderung TV";TV;"11000.00";2020;"1"
"P3-Kabel-News GmbH";"P3tv";"P3TV Wochenmagazin DI/FR";"Inhalte- und Projektförderung TV";TV;"47000.00";2020;"1"
"PIWImedia GmbH";"HiWay-TV";"HiWay-TV NEWS 2020";"Inhalte- und Projektförderung TV";TV;"43000.00";2020;"1"
"PIWImedia GmbH";"HiWay-TV";"HiWay-TV";"Corona bedingte Sonderförderung TV";TV;"62300.00";2020;"2"
"PIWImedia GmbH";"HiWay-TV";"HiWay-TV Region im Fokus 2020";"Inhalte- und Projektförderung TV";TV;"26000.00";2020;"1"
"Planet SOL Gemeinschaft zur Förderung von Kommunikation und Kreativität";"Radio SOL";"Radio SOL Programm";"Corona bedingte Sonderförderung HF";HF;"10000.00";2020;"2"
"PULS 4 TV GmbH & Co KG";"Puls 4";"PULS 4 Inhalteförderung Covid19";"Corona bedingte Sonderförderung TV";TV;"1430000.00";2020;"2"
"PULS 4 TV GmbH & Co KG";"Puls 4";Redaktionen;"Ausbildungsförderung TV";TV;"4200.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";"Brandtracking PULS 24";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"21500.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";Storytelling;"Ausbildungsförderung TV";TV;"3600.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";Sprechtraining;"Ausbildungsförderung TV";TV;"5535.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";Moderatorencoaching;"Ausbildungsförderung TV";TV;"16470.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Café PULS Information";"Inhalte- und Projektförderung TV";TV;"520486.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";Wirtschaftstalk;"Inhalte- und Projektförderung TV";TV;"30000.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";"PULS 24 Inhalteförderung Covid19";"Corona bedingte Sonderförderung TV";TV;"1220000.00";2020;"2"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";"P24 Live am Vormittag";"Inhalte- und Projektförderung TV";TV;"482506.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Brandtracking PULS 4";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"21500.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Pro und Contra";"Inhalte- und Projektförderung TV";TV;"37032.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Aufsager- und Schaltentraining";"Ausbildungsförderung TV";TV;"2700.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";Politikinsider;"Inhalte- und Projektförderung TV";TV;"35000.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";Newsupdate;"Inhalte- und Projektförderung TV";TV;"857959.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"PULS 4 NEWS";"Inhalte- und Projektförderung TV";TV;"1026459.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";"Corinna Milborn trifft";"Inhalte- und Projektförderung TV";TV;"34806.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Family Night Race";"Inhalte- und Projektförderung TV";TV;"64161.00";2020;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";Operations;"Ausbildungsförderung TV";TV;"7008.00";2020;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"LIVE: Die Wahl zum Wiener Landtag und Gemeinderat 2020";"Inhalte- und Projektförderung TV";TV;"25150.00";2020;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Quantitative und qualitative Erhebungen und Auswertungen zu Nutzern und Nutzung von R9 Österreich";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"29388.00";2020;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"ÖsterreichBlick & ÖsterreichBlick Leben";"Inhalte- und Projektförderung TV";TV;"158000.00";2020;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Wirtschaftsreport & Wirtschaftsreport Spezial";"Inhalte- und Projektförderung TV";TV;"51839.00";2020;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"R9 Österreich HD";"Corona bedingte Sonderförderung TV";TV;"340000.00";2020;"2"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Seminar und Training zu den Bereichen Medien- und Urheberrecht mit TV-Fokus";"Ausbildungsförderung TV";TV;"9373.00";2020;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Die Regionalkaiser";"Inhalte- und Projektförderung TV";TV;"44750.00";2020;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"20 nationale Denkmäler 2020 - Staffel 1";"Inhalte- und Projektförderung TV";TV;"41500.00";2020;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Radio Arabella bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"75000.00";2020;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Kundenmanagement Unternehmensbegleitung 2020";"Ausbildungsförderung HF";HF;"23800.00";2020;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Radio Arabella Wien-Niederösterreich";"Corona bedingte Sonderförderung HF";HF;"309586.00";2020;"2"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Lokalnachrichten für Wien und Niederösterreich";"Inhalte- und Projektförderung HF";HF;"84000.00";2020;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"News- und Sprechtraining";"Ausbildungsförderung HF";HF;"10080.00";2020;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Welt- und Österreichnachrichten auf Radio Arabella";"Inhalte- und Projektförderung HF";HF;"70000.00";2020;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Andi und Angi am Morgen";"Inhalte- und Projektförderung HF";HF;"80000.00";2020;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Radio Arabella bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"19094.00";2020;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Radio Arabella Hitnachmittag";"Inhalte- und Projektförderung HF";HF;"12380.00";2020;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";Lokalnachrichten;"Inhalte- und Projektförderung HF";HF;"22500.00";2020;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Kundenmanagement Unternehmensbegleitung 2020";"Ausbildungsförderung HF";HF;"23800.00";2020;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Hitparade meines Lebens";"Inhalte- und Projektförderung HF";HF;"3800.00";2020;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Radio Arabella Oberösterreich Antrag laut Sonderrichtlinien COVID-19";"Corona bedingte Sonderförderung HF";HF;"98126.00";2020;"2"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Zu Gast bei Radio Arabella";"Inhalte- und Projektförderung HF";HF;"9405.00";2020;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Sammelantrag programmgestaltende Ausbildungen";"Ausbildungsförderung HF";HF;"17700.00";2020;"1"
"Radio Austria GmbH";"Radio Austria";"RadioAustria_1.AT2020_Sprechtraining";"Ausbildungsförderung HF";HF;"18900.00";2020;"1"
"Radio Austria GmbH";"Radio Austria";"RadioAustria_1.AT2020_MorgenShow";"Inhalte- und Projektförderung HF";HF;"101300.00";2020;"1"
"Radio Austria GmbH";"Antenne Tirol";"Tirol_1.AT2020_Aktuelle Berichterstattung";"Inhalte- und Projektförderung HF";HF;"27532.00";2020;"1"
"Radio Austria GmbH";"Radio Austria";"RadioAustria_1.AT2020_Aktuelle Berichterstattung";"Inhalte- und Projektförderung HF";HF;"220000.00";2020;"1"
"Radio Austria GmbH";"Radio Austria";"RadioAustria_2.AT2020";"Corona bedingte Sonderförderung HF";HF;"368000.00";2020;"2"
"Radio Austria GmbH";"Radio Austria";"RadioAustria_1.AT2020_Verkaufsschulung";"Ausbildungsförderung HF";HF;"6300.00";2020;"1"
"Radio Austria GmbH";"Antenne Tirol";"Tirol_1.AT2020_MorgenShow";"Inhalte- und Projektförderung HF";HF;"29000.00";2020;"1"
"Radio Austria GmbH";"Radio Austria";"RadioAustria_1.AT2020_ÖsterreichShow";"Inhalte- und Projektförderung HF";HF;"40000.00";2020;"1"
"Radio Austria GmbH";"Antenne Tirol";"Tirol_1.AT2020_NachmittagsShow";"Inhalte- und Projektförderung HF";HF;"29000.00";2020;"1"
"Radio Austria GmbH";"Radio Austria";"1.AT2020_Reichweiten-/Positionierungsanalyse";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"22500.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Programm- Maßnahmen zur Bewältigung der Corona- Krise";"Corona bedingte Sonderförderung HF";HF;"341352.00";2020;"2"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Sprechwerkstatt 2020";"Ausbildungsförderung HF";HF;"7350.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"Die unpopuläre Frage";"Inhalte- und Projektförderung HF";HF;"26334.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Saleswerkstatt 2020";"Ausbildungsförderung HF";HF;"4760.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"Hero of the day-Helden des Alltags";"Inhalte- und Projektförderung HF";HF;"15173.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Örterbuch-Lokalberichte";"Inhalte- und Projektförderung HF";HF;"21593.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88,6-Dobra vecer";"Inhalte- und Projektförderung HF";HF;"9225.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88,6 Wahl-Talk Wien";"Inhalte- und Projektförderung HF";HF;"16227.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"Strategische Studie Inhaltsrezeption";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"4500.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"Zu Gast bei Beate";"Inhalte- und Projektförderung HF";HF;"23000.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Programm Aus.- und Weiterbildungswerkstatt 2020";"Ausbildungsförderung HF";HF;"14904.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Programm Online Werkstatt 3";"Ausbildungsförderung HF";HF;"6209.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Klassenbuch";"Inhalte- und Projektförderung HF";HF;"11661.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Aktuell";"Inhalte- und Projektförderung HF";HF;"98679.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88,6 -Jo estete!";"Inhalte- und Projektförderung HF";HF;"5658.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"Studie Programmbestandteile 2020";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"13500.00";2020;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 So rockt der Morgen";"Inhalte- und Projektförderung HF";HF;"99289.00";2020;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";Jump;"Inhalte- und Projektförderung HF";HF;"11000.00";2020;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";Nachrichten;"Inhalte- und Projektförderung HF";HF;"51500.00";2020;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";"Radio Grün Weiß";"Corona bedingte Sonderförderung HF";HF;"106058.00";2020;"2"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";"Aus- und Weiterbildung";"Ausbildungsförderung HF";HF;"8964.00";2020;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";"Lebenswerte Heimat - Obersteirische Vielfalt";"Inhalte- und Projektförderung HF";HF;"46000.00";2020;"1"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Sprechtechnik/Moderation Innsbruck";"Ausbildungsförderung HF";HF;"3528.00";2020;"1"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Sprechtechnik/Moderation für Studio Wien, Amstetten und Studio Innsbruck";"Corona bedingte Sonderförderung HF";HF;"8528.00";2020;"2"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Sprechtechnik/Moderation Wien und Amstetten";"Ausbildungsförderung HF";HF;"9117.00";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Lokalnachrichten 2020";"Inhalte- und Projektförderung HF";HF;"43191.00";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Aufstockungsinterviews zum Radiotest 1. Halbjahr 2020";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"6000.00";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Mittagsmagazin 2020";"Inhalte- und Projektförderung HF";HF;"49779.40";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Radio Osttirol Vormittag 2020";"Inhalte- und Projektförderung HF";HF;"6511.00";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Faszination Europa 2020";"Inhalte- und Projektförderung HF";HF;"3741.10";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"WiFi Kurs Buchhaltung II";"Ausbildungsförderung HF";HF;"399.00";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Sport am Wochenende 2020";"Inhalte- und Projektförderung HF";HF;"13785.00";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Von Büchern und Menschen 2020";"Inhalte- und Projektförderung HF";HF;"3863.20";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Radio Osttirol GmbH";"Corona bedingte Sonderförderung HF";HF;"86952.00";2020;"2"
"Radio Osttirol GesmbH";"Radio Osttirol";"Hauptsache g'sund 2020";"Inhalte- und Projektförderung HF";HF;"6795.00";2020;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"News aus Europa 2020";"Inhalte- und Projektförderung HF";HF;"2281.40";2020;"1"
"Rainer Hilbrand";"ARF Ausseer Regionalfernsehen";"ARF-Gesamtprogramm";"Corona bedingte Sonderförderung TV";TV;"14500.00";2020;"2"
"Red Bull Media House GmbH";ServusTV;"Moderationscoaching Wetter";"Ausbildungsförderung TV";TV;"5688.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;"Kreatives Schreiben für Fernsehredakteure";"Ausbildungsförderung TV";TV;"2280.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;"VJ- Coaching";"Ausbildungsförderung TV";TV;"3207.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;"Kreatives Schreiben für Fernsehredakteure Doku";"Ausbildungsförderung TV";TV;"603.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;Recherchetraining;"Ausbildungsförderung TV";TV;"1800.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;Moderationscoaching;"Ausbildungsförderung TV";TV;"6390.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;"Servus Nachrichten";"Inhalte- und Projektförderung TV";TV;"1251910.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;"Moderations- und Redaktionstraining";"Ausbildungsförderung TV";TV;"27938.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;"Lebendige Volkskultur";"Inhalte- und Projektförderung TV";TV;"80000.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;Stimmtraining;"Ausbildungsförderung TV";TV;"20184.00";2020;"1"
"Red Bull Media House GmbH";ServusTV;LiteraTOUR;"Inhalte- und Projektförderung TV";TV;"100000.00";2020;"1"
